"","year","state","measurement.s.","chemical","chemical.type","value","toxin","level"
"1509",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","MYCLOBUTANIL","FUNGICIDE",-2.16282315061889,"Developmental.or.Reproductive.Toxins","present"
"1511",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","PROPICONAZOLE","FUNGICIDE",-2.18925640768704,"Carcinogen","possible"
"1512",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","PROPICONAZOLE","FUNGICIDE",-2.18925640768704,"Hormone.Disruptor","suspected"
"1514",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","PROPICONAZOLE","FUNGICIDE",-2.18925640768704,"Developmental.or.Reproductive.Toxins","present"
"1515",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","PROPICONAZOLE","FUNGICIDE",-2.18925640768704,"Bee.Toxins","slight"
"1520",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","PYRACLOSTROBIN","FUNGICIDE",-1.72597172869005,"Bee.Toxins","slight"
"1521",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","PYRIMETHANIL","FUNGICIDE",-0.41855034765682,"Carcinogen","possible"
"1522",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","PYRIMETHANIL","FUNGICIDE",-0.41855034765682,"Hormone.Disruptor","suspected"
"1525",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","PYRIMETHANIL","FUNGICIDE",-0.41855034765682,"Bee.Toxins","slight"
"1535",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","TRIFLUMIZOLE","FUNGICIDE",-1.45243416362444,"Bee.Toxins","slight"
"1540",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","ACETAMIPRID","INSECTICIDE",-2.0874737133771,"Bee.Toxins","moderate"
"1545",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","BIFENAZATE","INSECTICIDE",-0.695149183230618,"Bee.Toxins","moderate"
"1546",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","BIFENTHRIN","INSECTICIDE",-2.23492644452023,"Carcinogen","possible"
"1547",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","BIFENTHRIN","INSECTICIDE",-2.23492644452023,"Hormone.Disruptor","suspected"
"1549",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","BIFENTHRIN","INSECTICIDE",-2.23492644452023,"Developmental.or.Reproductive.Toxins","present"
"1550",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","BIFENTHRIN","INSECTICIDE",-2.23492644452023,"Bee.Toxins","high"
"1556",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","HEXYTHIAZOX","INSECTICIDE",-1.67131331615219,"Carcinogen","probable"
"1565",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","IMIDACLOPRID","INSECTICIDE",-0.740238788093796,"Bee.Toxins","high"
"1566",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","MALATHION","INSECTICIDE",0.671412688413939,"Carcinogen","possible"
"1567",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","MALATHION","INSECTICIDE",0.671412688413939,"Hormone.Disruptor","suspected"
"1568",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","MALATHION","INSECTICIDE",0.671412688413939,"Neurotoxins","present"
"1570",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","MALATHION","INSECTICIDE",0.671412688413939,"Bee.Toxins","high"
"1575",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","METHOXYFENOZIDE","INSECTICIDE",-1.75446368448436,"Bee.Toxins","slight"
"1585",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","THIAMETHOXAM","INSECTICIDE",-2.78062089393705,"Bee.Toxins","high"
"1591",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","BOSCALID","FUNGICIDE",-0.539568092631645,"Carcinogen","possible"
"1596",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","CAPTAN","FUNGICIDE",1.8808381523116,"Carcinogen","known"
"1615",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","FLUDIOXONIL","FUNGICIDE",-1.02165124753198,"Bee.Toxins","slight"
"1617",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","MYCLOBUTANIL","FUNGICIDE",-1.68200860526894,"Hormone.Disruptor","suspected"
"1619",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","MYCLOBUTANIL","FUNGICIDE",-1.68200860526894,"Developmental.or.Reproductive.Toxins","present"
"1621",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","PROPICONAZOLE","FUNGICIDE",-1.69281952137315,"Carcinogen","possible"
"1622",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","PROPICONAZOLE","FUNGICIDE",-1.69281952137315,"Hormone.Disruptor","suspected"
"1624",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","PROPICONAZOLE","FUNGICIDE",-1.69281952137315,"Developmental.or.Reproductive.Toxins","present"
"1625",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","PROPICONAZOLE","FUNGICIDE",-1.69281952137315,"Bee.Toxins","slight"
"1630",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","PYRACLOSTROBIN","FUNGICIDE",-1.04982212449868,"Bee.Toxins","slight"
"1631",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","PYRIMETHANIL","FUNGICIDE",0.100749903100143,"Carcinogen","possible"
"1632",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","PYRIMETHANIL","FUNGICIDE",0.100749903100143,"Hormone.Disruptor","suspected"
"1635",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","PYRIMETHANIL","FUNGICIDE",0.100749903100143,"Bee.Toxins","slight"
"1645",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","TRIFLUMIZOLE","FUNGICIDE",-0.886731929632611,"Bee.Toxins","slight"
"1650",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","ACETAMIPRID","INSECTICIDE",-1.67131331615219,"Bee.Toxins","moderate"
"1655",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","BIFENAZATE","INSECTICIDE",-0.447850824604602,"Bee.Toxins","moderate"
"1656",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","BIFENTHRIN","INSECTICIDE",-1.81400507817537,"Carcinogen","possible"
"1657",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","BIFENTHRIN","INSECTICIDE",-1.81400507817537,"Hormone.Disruptor","suspected"
"1659",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","BIFENTHRIN","INSECTICIDE",-1.81400507817537,"Developmental.or.Reproductive.Toxins","present"
"1660",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","BIFENTHRIN","INSECTICIDE",-1.81400507817537,"Bee.Toxins","high"
"1666",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","HEXYTHIAZOX","INSECTICIDE",-1.51412773262978,"Carcinogen","probable"
"1675",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","IMIDACLOPRID","INSECTICIDE",-0.576253429088446,"Bee.Toxins","high"
"1676",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","MALATHION","INSECTICIDE",1.03247248616356,"Carcinogen","possible"
"1677",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","MALATHION","INSECTICIDE",1.03247248616356,"Hormone.Disruptor","suspected"
"1678",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","MALATHION","INSECTICIDE",1.03247248616356,"Neurotoxins","present"
"1680",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","MALATHION","INSECTICIDE",1.03247248616356,"Bee.Toxins","high"
"1685",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","METHOXYFENOZIDE","INSECTICIDE",-1.57503648571677,"Bee.Toxins","slight"
"1695",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","THIAMETHOXAM","INSECTICIDE",-2.56394985712845,"Bee.Toxins","high"
"1701",2016,"CALIFORNIA","MEASURED IN NUMBER","BOSCALID","FUNGICIDE",0.53062825106217,"Carcinogen","possible"
"1715",2016,"CALIFORNIA","MEASURED IN NUMBER","FLUDIOXONIL","FUNGICIDE",0.470003629245736,"Bee.Toxins","slight"
"1717",2016,"CALIFORNIA","MEASURED IN NUMBER","MYCLOBUTANIL","FUNGICIDE",0.470003629245736,"Hormone.Disruptor","suspected"
"1719",2016,"CALIFORNIA","MEASURED IN NUMBER","MYCLOBUTANIL","FUNGICIDE",0.470003629245736,"Developmental.or.Reproductive.Toxins","present"
"1721",2016,"CALIFORNIA","MEASURED IN NUMBER","PROPICONAZOLE","FUNGICIDE",0.470003629245736,"Carcinogen","possible"
"1722",2016,"CALIFORNIA","MEASURED IN NUMBER","PROPICONAZOLE","FUNGICIDE",0.470003629245736,"Hormone.Disruptor","suspected"
"1724",2016,"CALIFORNIA","MEASURED IN NUMBER","PROPICONAZOLE","FUNGICIDE",0.470003629245736,"Developmental.or.Reproductive.Toxins","present"
"1725",2016,"CALIFORNIA","MEASURED IN NUMBER","PROPICONAZOLE","FUNGICIDE",0.470003629245736,"Bee.Toxins","slight"
"1726",2016,"CALIFORNIA","MEASURED IN NUMBER","PYRIMETHANIL","FUNGICIDE",0.53062825106217,"Carcinogen","possible"
"1727",2016,"CALIFORNIA","MEASURED IN NUMBER","PYRIMETHANIL","FUNGICIDE",0.53062825106217,"Hormone.Disruptor","suspected"
"1730",2016,"CALIFORNIA","MEASURED IN NUMBER","PYRIMETHANIL","FUNGICIDE",0.53062825106217,"Bee.Toxins","slight"
"1740",2016,"CALIFORNIA","MEASURED IN NUMBER","TRIFLUMIZOLE","FUNGICIDE",0.587786664902119,"Bee.Toxins","slight"
"1745",2016,"CALIFORNIA","MEASURED IN NUMBER","ACETAMIPRID","INSECTICIDE",0.405465108108164,"Bee.Toxins","moderate"
"1750",2016,"CALIFORNIA","MEASURED IN NUMBER","BIFENAZATE","INSECTICIDE",0.262364264467491,"Bee.Toxins","moderate"
"1751",2016,"CALIFORNIA","MEASURED IN NUMBER","BIFENTHRIN","INSECTICIDE",0.405465108108164,"Carcinogen","possible"
"1752",2016,"CALIFORNIA","MEASURED IN NUMBER","BIFENTHRIN","INSECTICIDE",0.405465108108164,"Hormone.Disruptor","suspected"
"1754",2016,"CALIFORNIA","MEASURED IN NUMBER","BIFENTHRIN","INSECTICIDE",0.405465108108164,"Developmental.or.Reproductive.Toxins","present"
"1755",2016,"CALIFORNIA","MEASURED IN NUMBER","BIFENTHRIN","INSECTICIDE",0.405465108108164,"Bee.Toxins","high"
"1761",2016,"CALIFORNIA","MEASURED IN NUMBER","HEXYTHIAZOX","INSECTICIDE",0.182321556793955,"Carcinogen","probable"
"1770",2016,"CALIFORNIA","MEASURED IN NUMBER","IMIDACLOPRID","INSECTICIDE",0.182321556793955,"Bee.Toxins","high"
"1771",2016,"CALIFORNIA","MEASURED IN NUMBER","MALATHION","INSECTICIDE",0.336472236621213,"Carcinogen","possible"
"1772",2016,"CALIFORNIA","MEASURED IN NUMBER","MALATHION","INSECTICIDE",0.336472236621213,"Hormone.Disruptor","suspected"
"1773",2016,"CALIFORNIA","MEASURED IN NUMBER","MALATHION","INSECTICIDE",0.336472236621213,"Neurotoxins","present"
"1775",2016,"CALIFORNIA","MEASURED IN NUMBER","MALATHION","INSECTICIDE",0.336472236621213,"Bee.Toxins","high"
"1780",2016,"CALIFORNIA","MEASURED IN NUMBER","METHOXYFENOZIDE","INSECTICIDE",0.182321556793955,"Bee.Toxins","slight"
"1790",2016,"CALIFORNIA","MEASURED IN NUMBER","THIAMETHOXAM","INSECTICIDE",0.182321556793955,"Bee.Toxins","high"
"1796",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","BOSCALID","FUNGICIDE",3.89182029811063,"Carcinogen","possible"
"1801",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","CAPTAN","FUNGICIDE",4.47733681447821,"Carcinogen","known"
"1820",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","FLUDIOXONIL","FUNGICIDE",4.18965474202643,"Bee.Toxins","slight"
"1822",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","MYCLOBUTANIL","FUNGICIDE",3.71357206670431,"Hormone.Disruptor","suspected"
"1824",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","MYCLOBUTANIL","FUNGICIDE",3.71357206670431,"Developmental.or.Reproductive.Toxins","present"
"1826",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","PROPICONAZOLE","FUNGICIDE",3.43398720448515,"Carcinogen","possible"
"1827",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","PROPICONAZOLE","FUNGICIDE",3.43398720448515,"Hormone.Disruptor","suspected"
"1829",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","PROPICONAZOLE","FUNGICIDE",3.43398720448515,"Developmental.or.Reproductive.Toxins","present"
"1830",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","PROPICONAZOLE","FUNGICIDE",3.43398720448515,"Bee.Toxins","slight"
"1835",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","PYRACLOSTROBIN","FUNGICIDE",4.17438726989564,"Bee.Toxins","slight"
"1836",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","PYRIMETHANIL","FUNGICIDE",3.49650756146648,"Carcinogen","possible"
"1837",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","PYRIMETHANIL","FUNGICIDE",3.49650756146648,"Hormone.Disruptor","suspected"
"1840",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","PYRIMETHANIL","FUNGICIDE",3.49650756146648,"Bee.Toxins","slight"
"1850",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","TRIFLUMIZOLE","FUNGICIDE",3.55534806148941,"Bee.Toxins","slight"
"1855",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","ACETAMIPRID","INSECTICIDE",3.8286413964891,"Bee.Toxins","moderate"
"1860",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","BIFENAZATE","INSECTICIDE",3.2188758248682,"Bee.Toxins","moderate"
"1861",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","BIFENTHRIN","INSECTICIDE",3.76120011569356,"Carcinogen","possible"
"1862",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","BIFENTHRIN","INSECTICIDE",3.76120011569356,"Hormone.Disruptor","suspected"
"1864",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","BIFENTHRIN","INSECTICIDE",3.76120011569356,"Developmental.or.Reproductive.Toxins","present"
"1865",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","BIFENTHRIN","INSECTICIDE",3.76120011569356,"Bee.Toxins","high"
"1871",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","HEXYTHIAZOX","INSECTICIDE",2.56494935746154,"Carcinogen","probable"
"1880",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","IMIDACLOPRID","INSECTICIDE",2.56494935746154,"Bee.Toxins","high"
"1881",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","MALATHION","INSECTICIDE",2.99573227355399,"Carcinogen","possible"
"1882",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","MALATHION","INSECTICIDE",2.99573227355399,"Hormone.Disruptor","suspected"
"1883",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","MALATHION","INSECTICIDE",2.99573227355399,"Neurotoxins","present"
"1885",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","MALATHION","INSECTICIDE",2.99573227355399,"Bee.Toxins","high"
"1890",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","METHOXYFENOZIDE","INSECTICIDE",3.46573590279973,"Bee.Toxins","slight"
"1900",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","THIAMETHOXAM","INSECTICIDE",3.17805383034795,"Bee.Toxins","high"
"1906",2016,"FLORIDA","MEASURED IN LB","CAPTAN","FUNGICIDE",11.9941162836065,"Carcinogen","known"
"1920",2016,"FLORIDA","MEASURED IN LB","FLUDIOXONIL","FUNGICIDE",8.41183267575841,"Bee.Toxins","slight"
"1925",2016,"FLORIDA","MEASURED IN LB","BIFENAZATE","INSECTICIDE",9.07107830464268,"Bee.Toxins","moderate"
"1926",2016,"FLORIDA","MEASURED IN LB","BIFENTHRIN","INSECTICIDE",6.68461172766793,"Carcinogen","possible"
"1927",2016,"FLORIDA","MEASURED IN LB","BIFENTHRIN","INSECTICIDE",6.68461172766793,"Hormone.Disruptor","suspected"
"1929",2016,"FLORIDA","MEASURED IN LB","BIFENTHRIN","INSECTICIDE",6.68461172766793,"Developmental.or.Reproductive.Toxins","present"
"1930",2016,"FLORIDA","MEASURED IN LB","BIFENTHRIN","INSECTICIDE",6.68461172766793,"Bee.Toxins","high"
"1936",2016,"FLORIDA","MEASURED IN LB / ACRE / APPLICATION","CAPTAN","FUNGICIDE",0.646579544743611,"Carcinogen","known"
"1950",2016,"FLORIDA","MEASURED IN LB / ACRE / APPLICATION","FLUDIOXONIL","FUNGICIDE",-1.4961092271271,"Bee.Toxins","slight"
"1955",2016,"FLORIDA","MEASURED IN LB / ACRE / APPLICATION","BIFENAZATE","INSECTICIDE",-0.776528789498996,"Bee.Toxins","moderate"
"1956",2016,"FLORIDA","MEASURED IN LB / ACRE / APPLICATION","BIFENTHRIN","INSECTICIDE",-2.14558134418438,"Carcinogen","possible"
"1957",2016,"FLORIDA","MEASURED IN LB / ACRE / APPLICATION","BIFENTHRIN","INSECTICIDE",-2.14558134418438,"Hormone.Disruptor","suspected"
"1959",2016,"FLORIDA","MEASURED IN LB / ACRE / APPLICATION","BIFENTHRIN","INSECTICIDE",-2.14558134418438,"Developmental.or.Reproductive.Toxins","present"
"1960",2016,"FLORIDA","MEASURED IN LB / ACRE / APPLICATION","BIFENTHRIN","INSECTICIDE",-2.14558134418438,"Bee.Toxins","high"
"1966",2016,"FLORIDA","MEASURED IN LB / ACRE / YEAR","CAPTAN","FUNGICIDE",2.7152905927577,"Carcinogen","known"
"1980",2016,"FLORIDA","MEASURED IN LB / ACRE / YEAR","FLUDIOXONIL","FUNGICIDE",-0.860383099935859,"Bee.Toxins","slight"
"1985",2016,"FLORIDA","MEASURED IN LB / ACRE / YEAR","BIFENAZATE","INSECTICIDE",-0.174353387144778,"Bee.Toxins","moderate"
"1986",2016,"FLORIDA","MEASURED IN LB / ACRE / YEAR","BIFENTHRIN","INSECTICIDE",-1.82015894374975,"Carcinogen","possible"
"1987",2016,"FLORIDA","MEASURED IN LB / ACRE / YEAR","BIFENTHRIN","INSECTICIDE",-1.82015894374975,"Hormone.Disruptor","suspected"
"1989",2016,"FLORIDA","MEASURED IN LB / ACRE / YEAR","BIFENTHRIN","INSECTICIDE",-1.82015894374975,"Developmental.or.Reproductive.Toxins","present"
"1990",2016,"FLORIDA","MEASURED IN LB / ACRE / YEAR","BIFENTHRIN","INSECTICIDE",-1.82015894374975,"Bee.Toxins","high"
"1996",2016,"FLORIDA","MEASURED IN NUMBER","CAPTAN","FUNGICIDE",2.06686275947298,"Carcinogen","known"
"2010",2016,"FLORIDA","MEASURED IN NUMBER","FLUDIOXONIL","FUNGICIDE",0.641853886172395,"Bee.Toxins","slight"
"2015",2016,"FLORIDA","MEASURED IN NUMBER","BIFENAZATE","INSECTICIDE",0.587786664902119,"Bee.Toxins","moderate"
"2016",2016,"FLORIDA","MEASURED IN NUMBER","BIFENTHRIN","INSECTICIDE",0.336472236621213,"Carcinogen","possible"
"2017",2016,"FLORIDA","MEASURED IN NUMBER","BIFENTHRIN","INSECTICIDE",0.336472236621213,"Hormone.Disruptor","suspected"
"2019",2016,"FLORIDA","MEASURED IN NUMBER","BIFENTHRIN","INSECTICIDE",0.336472236621213,"Developmental.or.Reproductive.Toxins","present"
"2020",2016,"FLORIDA","MEASURED IN NUMBER","BIFENTHRIN","INSECTICIDE",0.336472236621213,"Bee.Toxins","high"
"2026",2016,"FLORIDA","MEASURED IN PCT OF AREA BEARING","CAPTAN","FUNGICIDE",4.59511985013459,"Carcinogen","known"
"2040",2016,"FLORIDA","MEASURED IN PCT OF AREA BEARING","FLUDIOXONIL","FUNGICIDE",4.57471097850338,"Bee.Toxins","slight"
"2045",2016,"FLORIDA","MEASURED IN PCT OF AREA BEARING","BIFENAZATE","INSECTICIDE",4.56434819146784,"Bee.Toxins","moderate"
"2046",2016,"FLORIDA","MEASURED IN PCT OF AREA BEARING","BIFENTHRIN","INSECTICIDE",3.78418963391826,"Carcinogen","possible"
"2047",2016,"FLORIDA","MEASURED IN PCT OF AREA BEARING","BIFENTHRIN","INSECTICIDE",3.78418963391826,"Hormone.Disruptor","suspected"
"2049",2016,"FLORIDA","MEASURED IN PCT OF AREA BEARING","BIFENTHRIN","INSECTICIDE",3.78418963391826,"Developmental.or.Reproductive.Toxins","present"
"2050",2016,"FLORIDA","MEASURED IN PCT OF AREA BEARING","BIFENTHRIN","INSECTICIDE",3.78418963391826,"Bee.Toxins","high"
"2051",2016,"WASHINGTON","MEASURED IN LB","BOSCALID","FUNGICIDE",4.60517018598809,"Carcinogen","possible"
"2060",2016,"WASHINGTON","MEASURED IN LB","PYRACLOSTROBIN","FUNGICIDE",5.29831736654804,"Bee.Toxins","slight"
"2061",2016,"WASHINGTON","MEASURED IN LB / ACRE / APPLICATION","BOSCALID","FUNGICIDE",-1.28735441326499,"Carcinogen","possible"
"2070",2016,"WASHINGTON","MEASURED IN LB / ACRE / APPLICATION","PYRACLOSTROBIN","FUNGICIDE",-1.86433016206289,"Bee.Toxins","slight"
"2071",2016,"WASHINGTON","MEASURED IN LB / ACRE / YEAR","BOSCALID","FUNGICIDE",-1.14885350510486,"Carcinogen","possible"
"2080",2016,"WASHINGTON","MEASURED IN LB / ACRE / YEAR","PYRACLOSTROBIN","FUNGICIDE",-1.30933331998376,"Bee.Toxins","slight"
"2081",2016,"WASHINGTON","MEASURED IN NUMBER","BOSCALID","FUNGICIDE",0.0953101798043249,"Carcinogen","possible"
"2090",2016,"WASHINGTON","MEASURED IN NUMBER","PYRACLOSTROBIN","FUNGICIDE",0.53062825106217,"Bee.Toxins","slight"
"2091",2016,"WASHINGTON","MEASURED IN PCT OF AREA BEARING","BOSCALID","FUNGICIDE",3.97029191355212,"Carcinogen","possible"
"2100",2016,"WASHINGTON","MEASURED IN PCT OF AREA BEARING","PYRACLOSTROBIN","FUNGICIDE",4.20469261939097,"Bee.Toxins","slight"
